feature_id,R187,R224,R229,R239,R252,R269,R279,R284,R300,R306,R308,R310,R314,R326,R333,R335,R338,R346,R363,R370,R373,R374,R375,R392,R396,R409,R411,R415,R424,R426,R186,R217,R218,R225,R233,R260,R266,R267,R288,R290,R297,R319,R353,R354,R369,R391,R416,R419,R428
Q8IZP9,1462.74,2890.676667,2981.55,NA,3226.056667,3201.996667,NA,3579.58,3178.91,2611.573333,3290.886667,4207.88,3506.99,2028.830667,3914.326667,3106.915,1921.74,3066.763333,2911.51,2553.803333,3521.643333,2160.246667,1865.32,2395.92,5767.186667,3442.6,2869.63,2557.236667,3057.13,4598.506667,2233.106667,2620.853333,2417.775,NA,3530.84,3936.453333,2859.29,3641.676667,2209.356667,3403.69,3561.886667,2107.22,4228.833333,2449.246667,4842.95,2140.293333,1734.480667,5254.03,4206.96
Q8IZQ1,4451.003333,4030.353333,5112.49,3565.2,4376.163333,5182.636667,3785.17,4760.116667,4232.45,4500.99,3916.266667,4512.595,6004.96,4890.85,4810.653333,4754.013333,5175.246667,5015.893333,3355.186667,5369.003333,5002,4675.646667,4268.336667,5439.32,4012.49,5181.586667,4812.4,4513.913333,3971.326667,3854.413333,5246.956667,4285.41,4169.176667,4263.636667,3815.51,3197.03,5670.253333,5061.15,4588.203333,3567.933333,4860.373333,6120.993333,5263.043333,3979.176667,4867.016667,4797.546667,4251.283333,4702.71,4513.85
Q8IZQ5,19631.96667,21672.56667,27800.73333,36969.83333,27772.33333,30866.66667,17612.56667,21579.73333,21075.86667,27835.93333,18530.5,20598.86667,25003.56667,28612.56667,21828.33333,21238.43333,23747.5,23359.46667,32653.13333,29122.06667,27784.83333,27644.46667,17883.26667,33458.9,14427.63333,29479.8,29608.13333,30302.96667,30246.23333,25443.5,20641.5,22687.93333,30504.43333,21518.16667,30380.6,36305.06667,30050.33333,31128.3,19446.03333,21101.23333,33152.7,27867.83333,23717.63333,28240.46667,27514.23333,33117.9,22633.86667,25897.5,39403.26667
Q8IZR5,10607.94,10766.33333,10196.10333,10626.95,11401.43333,10574.6,9417.61,9125.37,10206.87333,10315.71667,9297.326667,9625.335,7093.5,10960.51667,8305.086667,8034.726667,9613.15,9351.216667,11190.86667,12197.09667,8294.986667,10278.20333,10075.97,9585.89,7934.38,10726.56,8866.32,10571.78667,10398.14333,9861.69,9960.166667,9748.056667,8624.56,9660.4,12177.79,11456.1,10304.33333,10492.33333,13507.43333,10901.48333,10521.04333,10713.25667,8704.3,8879.86,10565.7,10242.52667,10225.81333,8096.736667,11056.54
Q8IZU2,2767.1,2589.936667,4004.96,2973.743333,4218.44,3036.383333,2852.4,2683.343333,2917.336667,3340.66,3348.13,3813.725,3437.91,3821.903333,2809.966667,2786.246667,3532.926667,3114.596667,2859.636667,3109.905,2762.046667,3763.59,2667.016667,3534.846667,2633.93,3007.656667,3548.793333,3015.723333,1936.36,3375.706667,3259.756667,3561.363333,3240.56,2381.97,3932.213333,1428.548,2620.703333,2775.03,3421.576667,3356.316667,2961.136667,3668.73,2877.89,3528.346667,2910.07,2765.033333,3551.303333,3357.52,2173.34
Q8IZV5,6765.803333,15683.76667,5538.923333,9793.52,8270.92,9011.993333,11091.67,5716.896667,9378.296667,NA,7686.35,NA,7742.62,8104.98,5465.39,15934.1,5568.99,9114.366667,7954.545,10073.3,8024.09,5358.455,8046.21,5830.46,NA,5246.9,7289.665,6106.9,8057.19,NA,5042.975,6439.465,NA,9223.05,7053.195,10456.425,8393.6,9403.565,6640.21,5972.946667,12186.3,8123.54,5933.13,7688.1,6787.823333,NA,NA,8871.07,8037.78
Q8IZY2,9518.586667,10678.15667,7890.98,9365.786667,11438.6,8596.763333,9468.475,10827.44667,10791.96667,10240.63667,10378.82333,10053.805,9248.106667,11171.7,11335.13333,8713.61,11294.74,8754.73,10491.46667,11179.1,9676.993333,10555.90667,11290.67333,7700.43,10408.05667,9942.493333,9473.426667,11082.47667,8263.01,9082.303333,9285.296667,9682.146667,11077.43333,11591.57667,9887.993333,10724,8847.74,12438.25,11116.15667,10128.74,8750.71,10069.92333,9241.446667,9272.67,10759.80333,9726.4,11295.75667,7723.11,4781.465
Q8N0U4,4245.69,NA,3095.53,4380.385,2451.19,NA,3331.73,NA,NA,3758.31,4803.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5144.26,NA,2848.8,4894.34,NA,NA,3915.32,NA,NA,NA,NA,NA,3491.26,NA,2082.11,2786.44,3147.365,2347.53,NA,3575.72,NA,NA,NA,4633.605,2246.95,NA
Q8N0U8,9573.253333,7758.05,5574.563333,9777.26,6043.693333,7529.513333,9384.866667,11715.3,8443.22,9477.696667,8389.19,6065.565,6485.516667,9324.84,8149.13,6806.836667,9613.7,8923.846667,8210.056667,8762.063333,10021.63333,8369.28,8906.003333,10873.56667,18370.13333,6581.51,9523.41,8119.53,10092.73,16272.23333,6968.963333,7604.386667,7358.816667,7290.053333,13340.58,9885.563333,7722.806667,9341.03,8090.686667,7820.5,8055.526667,9117.163333,11956.46667,7582.2,9863.066667,9166.903333,8326.86,8122.696667,11169.63333
Q8N0V3,4325.31,3614.646667,3995.806667,1917.695,4154.15,4299.326667,3840.456667,2928.686667,3183.926667,3940.62,4792.07,3475.585,NA,2540.396667,5063.133333,2724.695,3968.6,3992.52,3150.303333,2567.816667,3804.1,4874.76,4384.355,3605.983333,5470.213333,3696.433333,3838.21,5133.83,2756.67,3728,3004.036667,3542.716667,3473.506667,4660.936667,3687.123333,3724.005,3035.85,2486.08,4690.216667,4770.82,5353.056667,7160.62,7407.363333,4091.14,4311.4,5509.643333,4598.86,3194.593333,3449.346667
Q8N0W3,18992.03333,18491.7,19316.16667,17224.5,17016.96667,18731.66667,16466.9,20371.83333,20989.9,22425.3,18711.66667,20109.5,18215.4,19825.23333,9144.21,14902.26667,16968.9,16695.76667,17273.36667,18473.8,17419.73333,14605.73333,16447.33333,20096.46667,15334,18879.73333,13061.16667,17981.26667,15049.4,12967.9,18919.76667,19441.7,23187.46667,19197.5,21556.56667,13578.43333,20278.16667,20193.3,21275.96667,20882.16667,21194.76667,20613.9,19264.43333,15987.6,20435.1,22224.66667,16191.63333,17881.1,21310.53333
Q8N0X4,15845.93333,11562.9,16548.16667,14119.9,14379.46667,14097.66667,18781.43333,11622.33667,12700.9,10482.24667,10616.53,13593.75667,8491.256667,11112.23667,15207.8,15401.9,12830.46667,8078.976667,13570.66667,8183.703333,12520.56667,13423.9,13815.9,12644.96667,18384.43333,12906.93333,11694.23333,13755.46667,13049.33333,13677.46667,17033.76667,12886.32,19233.03333,18635.13333,14210,13339.36667,14151.63333,13106.83333,14375.83333,15366.93333,14023.6,12861.76667,17900.3,13934.26667,12469.6,12964.1,13844.23333,5052.563333,14080.2
Q8N0X7,9014.033333,10814.58333,12039.1,11114.26667,10448.45,11110.56667,7791.37,10052.69333,9105.973333,10038.18667,8959.546667,8765.58,11284.43667,11441.43333,8539.13,8878.15,7646.996667,9055.81,12241.56667,10377.89667,7348.286667,10010.01333,8909.893333,9539.8,5419.336667,10393.67333,12762.33333,10513.33333,9448.37,6374.133333,10995.94667,12126.16667,9115.236667,10296.15,11923.66667,11934.4,14466.7,14961.26667,12352.1,12841.23333,10660.63333,8903.64,7306.51,10395.87,11742.23333,10248.78,12566.23333,12249.9,10893.06667
Q8N0Z3,1699.21,1771.955667,1045.491667,2083.666667,2510.005,1518.3005,1600.756667,1779.013333,1866.82,1651.423,1839.046667,1505.596,1995.672333,2015.105,1887.955333,2033.455,1044.316,2158.806667,1912.573333,977.9403333,1672.375,1524.663333,1735.36,1850.25,1355.52,1867.995667,2259.82,1306.53,1087.613,1192.3345,1155.868667,1538.916667,2122.243333,2771.7,1143.643333,1928.47,1911.286667,1645.606667,1937.873333,1737.085,1805.4,1420.844,1392.255,2474.393333,1564.53,1799.863333,1770.577,1468.076667,1453.130333
Q8N0Z6,8324.36,7977.92,9276.336667,9900.976667,11139.69333,9217.783333,3766.58,7354.653333,7971.746667,10343.85667,9235.37,22877.83333,13342.37667,9484.953333,10684.37333,9355.333333,8356.1,12554.8,9573.793333,9304.796667,9016.046667,10441.62333,30417.03333,7480.863333,47632.13333,6916.086667,10295.07,7398.446667,8950.975,7356.57,9139.036667,12698.96667,10022.41333,8988.6,9281.73,8839.83,8908.646667,7738.556667,10327.17333,10481.29667,8769.356667,11373.97333,9962.113333,9650.426667,7892.183333,10734.94333,10004.45667,9656.596667,6756.81
Q8N0Z8,4208.503333,4276.506667,3050.28,3526.476667,5551.823333,3592.346667,4742.976667,2897.223333,2936.2,5000.63,4875.85,4160.6,2385.12,5660.94,5038.003333,4033.8,4201.96,3759.55,3622.573333,5122.09,4517.46,5209.94,4774.243333,3863.773333,4941.505,4698.23,4260.85,4901.916667,3220.303333,4013.543333,4845.446667,5373.973333,4527.156667,5383.17,4132.38,5537.886667,5050.86,3908.32,3880.386667,5910.293333,4751.573333,5556.796667,7000.883333,5345.68,4310.56,5830.023333,5272.296667,4061.636667,3089.923333
Q8N108,4307.84,4217.283333,3508.126667,4487.826667,3511.283333,3803.13,6922.79,5396.966667,5744.083333,4370.936667,4257.55,2433.53,8927.61,5435.056667,4268.286667,4010.365,3273.555,3460.32,5972.75,4221.376667,4022.056667,4834.63,4325.4,5525.713333,NA,6015.746667,4414.08,4971.883333,5184.563333,3963.93,3916.35,5079.68,4102.015,2935.635,4848.91,7255.936667,5423.93,4769.525,4203.096667,4698.27,4993.62,5801.876667,5761.64,3438.046667,4685.515,3845.11,6441.986667,6032.283333,5116.423333
Q8N118,2697.196667,1972.635,NA,1487.835,NA,3485.47,2505.26,NA,NA,3112.6,1989.66,NA,NA,2080.85,NA,2262.08,2009.9,NA,NA,NA,1377.54,NA,NA,NA,NA,NA,908.112,NA,2028.96,NA,2452.135,3111.67,NA,2109.455,NA,NA,NA,1745.6,NA,1603.67,2332.755,1203.73,1760.71,NA,847.543,NA,1198.02,NA,1959.64
Q8N122,6300.953333,6453.9,6921.543333,6573.313333,6687.206667,6251.326667,5682.753333,5644.696667,6799.876667,6562.83,6808.456667,6163,5584.523333,6795.136667,6704.353333,6495.966667,6667.816667,5620.216667,6684.223333,6545.816667,7130.9,7386.293333,6269.19,6322.243333,2531.2,6472.836667,7402.536667,6763.626667,5240.296667,6556.263333,5381.113333,7005.623333,7019.036667,5888.85,5943.443333,4445.306667,5662.91,5354.11,6509.72,5777.743333,6600.58,7955.69,6011.28,6678.94,6230.113333,6016.913333,6933.623333,6378.65,4886.003333
Q8N128,7270.316667,9378.323333,8832.963333,10331.24,7802.843333,7954.866667,7361.823333,8933.62,9037.606667,7771.043333,11683.86667,7789.065,7331.926667,9308.11,12710.93333,7546.696667,6681.606667,8304.253333,11863.36667,9699.75,7619.293333,7509.64,5840.966667,10153.29,5832.896667,10202.25,10178.11667,10157.48667,5491.823333,8706.026667,8397.91,9560.816667,9592.92,9414.376667,8824.56,10155.35,8235.01,9430.773333,12780.6,10810.46,9517.726667,7670.03,7292.836667,9251.563333,6911.08,10983.86667,10242.10667,8329.923333,5207.213333
Q8N129,8952.053333,7670.766667,8375.293333,6595.333333,7436.806667,8346.553333,7510.715,8101.826667,7174.583333,7287.49,8918.983333,7637.44,7659.186667,9652.216667,7792.85,9224.216667,7708.656667,5763.95,8073.503333,9088.626667,6498.013333,10039.46667,9982.096667,6747.31,9557.896667,9496.756667,8574.263333,8490.393333,7098.816667,10529.65667,6693.64,7570.423333,9918.263333,6524.613333,7888.633333,10251.61667,8997.69,6724.563333,8218.836667,6931.356667,9493.213333,8920.753333,7747.896667,8218.98,7955.573333,8509.556667,8757.84,7666.87,8351.52
Q8N131,7173.9,23309.9,16003.06667,9812.156667,15870.5,14241.66667,4965.855,12902.31333,NA,2585.253333,11480.66667,13538.3,8742.305,6380.066667,13636.84667,4234.995,1687.61,11747.23333,20843.13333,20522.7,6833.373333,9126.713333,8273.983333,13620.74667,21797.56667,8988.236667,17888.1,10646.49333,7334.956667,22031.7,14554.56667,16261.4,10367.07,15490.33333,18996.83333,14544.03333,18677.83333,20520.93333,11172.27,5962.47,7716.39,14801.16667,15951.67,15152.03333,14850.63333,12092.43333,14570.14,16614.96667,10658.8
Q8N137,6657.49,4570.76,3864.84,4360.22,6605.09,1915.72,7760.96,1697.01,6810.393333,4189.346667,3424.915,7169.67,4192.026667,3931.806667,5112.456667,5731.06,3771.27,5860.33,3063.66,7228.88,6677.93,5180.17,4573.62,6359.61,3026.73,4820.73,5262.443333,5257.603333,4082.43,4475.49,5004.84,4975.63,4163.483333,4715.13,4982.423333,5334.515,5408.12,4672.855,5697.13,5935.75,5427.906667,5674.373333,5845.686667,6234.003333,3466.243333,5919.61,4191.073333,3145.18,5775.846667
Q8N138,20619.13333,20916.7,16998.82,24281.76667,22018.63333,24323.83333,27092.2,20036.36667,21358.46667,15817.56667,17679.36667,15558.25,17611.5,20755.46667,19517.63333,23454.56667,15036.63333,17266.33333,14516.76667,16630.06667,22938.66667,20702.73333,24482.43333,26004.33333,19741.58,22159.33333,16722.3,19295.46667,26582.13333,21649.86667,16394.71,19013.7,18311.93333,18985.13333,19024.74667,34475.56667,15742.83333,18599,21319.56667,20196.03333,24443,14944.16667,16739.65333,21563.66667,21343.33333,20455.46667,30208.53333,11346.1,14748.3
Q8N142,3073.543333,4773.263333,3266.363333,4862.436667,5800.773333,4192.866667,2559.443333,3298.51,4850.063333,4542.76,2804.43,3936.15,5125.813333,2046.845,2814.986667,2060.31,2830.74,4248.31,4943.123333,3857.176667,2310.936667,2859.61,2378.89,3714.793333,2445.16,2733.613333,2834.326667,3384.79,2539.835,3086.42,5163.366667,4160.386667,3752.446667,3661.726667,5024.93,2743.65,4777.1,4365.99,4709.916667,5806.656667,2782.26,5133.685,2181.083333,4040.626667,3971.98,3837.23,2477.363333,3878.406667,4927.77
Q8N145,7496.833333,6101.746667,17030.3,14218.06667,9900.083333,7728.423333,9937.736667,10775.36667,10713.26,14853.53333,12625,10994.13,13470.35,10216.36,6906.25,5564.733333,14374.13333,6934.29,7226.77,8569.093333,8711.66,14736.1,12837.13333,14017.73333,20116.83333,12042.63333,5928.29,11337.39,6625.79,19419.1,14148.46667,8898.72,8533.433333,8012.646667,18666.6,11166.40333,8958.513333,10771.14333,14161.83333,11343.21,8947.18,8069.706667,20083.06667,13103.36667,17097.13333,12708.73333,13569.6,9017.47,8813.493333
Q8N163,47354.36667,43063.43333,48620.73333,47102.13333,49337.1,47613.66667,44851.56667,50208.03333,47651.53333,45861.83333,45853.6,41311.83333,50485.9,50237.3,45439.86667,47542.4,49454.13333,50844.86667,47419.9,49366.4,47224.53333,46860.56667,43258.73333,52253.56667,32439.1,48670.2,53240.63333,49378.06667,47670.46667,41240.7,47540.53333,45806.8,42045.36667,47042.56667,44816.63333,35263.23333,49689.66667,45894.93333,45856.03333,43292.16667,44375.86667,47665.06667,39385.53333,49284.06667,48189.2,45712.83333,48375.4,49768.03333,47487.73333
Q8N183,14982.4,15072.23333,17074.46667,17703,17967.9,15647.23333,12142.6,13017.2,9709.6,16674.4,13080.46667,13541.55,11704.2,18937.63333,16237.46667,14072.06667,13069.2,14801.73333,19322.56667,17649.86667,14599.13333,17072.7,16747.46667,16190.53333,15270.76667,18134.9,13191.53333,15496.26667,15313.9,19674.4,16994.93333,19139.06667,18783.7,14981.13333,18452.8,18464.36667,17440,17062.53333,17793.4,15321.3,20961.93333,21231.16667,20212.93333,20391.03333,16884.23333,21542.96667,22027.1,15944.2,16936.93333
Q8N1A6,NA,3392.106667,1282.61,3347.85,3951.14,4223.62,4123.47,3291.2,5369.07,NA,NA,3763.11,NA,3588.62,4554.41,NA,NA,3384.47,1142.33,2788.73,NA,NA,3613.24,2721.465,NA,NA,3660.83,NA,NA,3738.09,4563.786667,4467.99,3707.175,NA,2216.42,4496.825,NA,NA,3521.33,5129.42,3804.27,NA,NA,NA,NA,374.07,NA,3797.705,380.36
Q8N1B4,25712.46667,22745.43333,27137.73333,24302.5,24969.4,24618.93333,22474.3,24341.13333,26738.46667,24489.03333,23520.6,24009.73333,30020.06667,25077.16667,25931.76667,23327.66667,26792.6,25138.66667,25582.3,25990.56667,25127.53333,27254.53333,26861.26667,24462.5,26064.66667,25018.83333,22430.86667,24170.26667,23963,21305.23333,26281.03333,26684.83333,25881.16667,25083.43333,27362.03333,21770.36667,24229.2,25150.43333,28085.53333,25612.33333,24607.83333,25928.2,26569.56667,25630.96667,25563.63333,27264.93333,26350.96667,25319.46667,22117.26667
Q8N1F7,55326.9,53701.5,52360.46667,54557.3,53835.96667,56938.73333,56218.93333,54682.93333,53111.5,56649.8,54755.1,44105.36667,55435.4,53990.9,55995.8,51663.96667,54445.93333,55399.2,54347.1,57866.06667,53744.7,57635.13333,56462.7,52796.76667,55954.7,54248.36667,55682.43333,55556.63333,50019.93333,66252.46667,54199.66667,53702.06667,51587.86667,52833.33333,52735.26667,52629.36667,51971.53333,50633.66667,52722.53333,53129.66667,53402.83333,59400.13333,65272.63333,56536.9,50415.06667,55859.83333,58738.83333,48523.53333,49152.96667
Q8N1F8,9674.486667,12093.83333,11664.23333,9718.48,11690.26667,10871.08333,8117.796667,9728.053333,9267.98,13304.6,11058.06667,11349.45,11948.46667,12804.53333,8761.196667,10751.04,10762.48667,11774.92333,9549.693333,9560.92,7976.483333,10487,11881.54333,10887.13333,10597.45,9259.16,10440.37333,10695.42,8518.366667,15130.46667,10091.13667,11139.06667,6393.046667,10682.9,9986.046667,8665.743333,11237.16667,10643.41,12929.3,11719.56667,9702.033333,12828.43333,14230,13721.63333,10404.42667,13485.06667,13419.43333,9269.56,9557.02
Q8N1G0,7763.02,7617.2,8840.443333,8526.82,10196.24667,8173.726667,6312.296667,8433.293333,9412.77,10333.26667,8441.566667,10186.98,8716.796667,8754.813333,8006.656667,7657.626667,7717.906667,8890.333333,7496.106667,6616.66,8605.753333,8649.31,7116.09,7368.17,6087.27,9045.996667,9291.456667,8606.246667,7791.053333,7565.593333,7705.64,6596.343333,8509.493333,7824.696667,8282.35,7862.01,8774.86,8480.45,9320.976667,9892.213333,7786.553333,7999.733333,7621.776667,8083.386667,6719.606667,7686.566667,7984.463333,7978.136667,7977.803333
Q8N1G2,14630.16667,13798.73333,14371.8,13983.03333,14735.43333,16428.3,12294.13333,16322.76667,15849.36667,17543.86667,16802.23333,17896.75,14797.53333,17531.93333,18147.5,11419.06667,15718.3,16636.5,15845.96667,14191.36667,16406.1,15805.5,16274.33333,18531.03333,16068.23333,15085.13333,14633.9,16260.96667,14235.43333,21111.03333,14415.86667,14777.93333,15567.46667,12541.76667,16162.26667,13462.36667,14450.43333,15102.6,16549.1,16784.86667,16152.16667,16561.4,15780.03333,16020.2,13906,17426.53333,16549.03333,14193.93333,15374.13333
Q8N1G4,75400.26667,71191.86667,68157.13333,72260.13333,69603.96667,74092.86667,68771.06667,73777.03333,84641.1,74944.2,75175.86667,79472.36667,69296.4,76842.86667,78809.36667,67772.7,76058.63333,70015.06667,74451.26667,75703.5,74498.56667,72948.86667,65087.9,70858.8,40162.3,71252.96667,72098.26667,70552.83333,70312.76667,57538.63333,70075.5,70137.66667,70628.8,70059.76667,72783.6,61324.06667,72370.93333,66610.4,76240.9,42570.63333,68741.46667,76867.03333,58643.43333,75635.5,73918.23333,72005.63333,75018.4,71828.7,66863.93333
Q8N1N4,5367.72,5195.173333,5384.973333,17924.3,4406,5144.926667,4838.54,3137.206667,2488.306667,7669.92,4090.043333,4911.08,6906.183333,2416.806667,5167.693333,4501.84,3464.963333,4012.523333,2433.314333,5553.37,4712.653333,6563.796667,14068.7,5713.86,6229.023333,5702.163333,4032.033333,5102.063333,3227.503333,8544.68,6710.25,9753.31,7708.506667,6563.073333,4955.55,4535.726667,3210.766667,2964.773333,5541.813333,18079.06667,5907.09,5387.36,8173.17,6277.073333,5154.183333,5737.71,5660.92,6300.22,4938.666667
Q8N1Q1,1527.79,1416.3,1008.808,1211.53,1797.756667,1530.153333,1053.95,1395.043333,910.7303333,1143.386333,1453.976667,NA,1289.4,1043.575667,1362.993,1293.3595,571.2705,1308.703333,451.598,1184.288333,1163.520667,1345.26,1001.935,1129.515333,NA,1089.922333,834.292,970.472,1536.046667,NA,975.0696667,899.7605,1883.85,1524.596667,552.6295,2066.486667,1283.518333,1851.056667,1496.013333,1923.605,1376.441667,1081.8835,NA,750.0025,786.3595,958.331,1108.011,2257.36,1098.1635
Q8N1S5,4828.97,2989.37,3819.24,4664.806667,4556.153333,4581.983333,6850.636667,4536.36,5315.246667,4150.87,3800.55,5037.37,6834.416667,4101.846667,1896.536667,7152.496667,2545.88,3403.403333,2414.195,2706.925,4191.073333,4281.705,6211.966667,3693.945,NA,3615.243333,2615.976667,3646.473333,4159.15,4561.24,5349.57,4262.876667,4510.92,4237.073333,4346.766667,8747.833333,3503.46,3472.53,2639.673333,5326.706667,4021.94,3606.32,4226.36,3882.063333,4468.266667,3789.685,3753.57,2706.23,3215.84
Q8N1W1,1343.665,2289.123333,1513.823333,2693.335,2961.22,2287.8575,2259.813333,3316.19,1936.375,1632.093333,2303.21,1807.96,2376.79,2027.675333,2460.605,2833.415,1649,2096.065,1671.56,2206.985,2059.66,2516.265,NA,NA,NA,1997.345,1959.025,1858.47,2767.51,1005.8765,1616.51,2196.165,1622.41,2039.203333,2528.78,1495.37,1051.071667,1964.205,1962.116667,1134.18,2495.446667,2112.856667,2242.37,2328.346333,2385.255,2215.92,1165.63,2651.05,1193.87
Q8N201,11684.53333,11883.63333,11727.73333,11111.56667,11597.86667,11879.16667,11018.16667,11776,11167.87333,11979.9,10175.59,11678.15,11509.6,10881.1,10946.2,10323.45333,10286.29667,11436.6,9588.086667,10913.53333,10887.2,11086.24667,11229.05,11124.36667,7794.296667,11466.3,11614.43333,11061.8,9561.686667,10345.91667,10355.69667,10685.83333,9831.163333,10923.46667,10923.66667,9021.926667,10876.17,10289.71333,11541.33333,10680.7,10470.63,11577.63333,11246.83333,10190.72667,11190.23333,10282.74333,10924.96,8898.576667,9097.236667
Q8N264,14131.3,10380.96667,7263.536667,11454.16667,10206.41333,11367.06667,32829.03333,6425.35,17463.1,11719.66667,9804.553333,10716.2,14524.08333,12760.53333,7392.03,16642.13333,24980.1,11661.77333,11751.75667,8991.87,13878.76667,9992.936667,12704.79,11216.66667,NA,8608.35,11330.93333,9855.103333,7421.94,7629.905,10016.64333,7908.84,11872.88,11190.02333,3789.406667,9183.7,8336.166667,6073.256667,8565.766667,7089.986667,9238.106667,10230.50667,12929.7,9831.036667,11682.91667,7977.803333,8503.78,13358.23333,8955.036667
Q8N2F6,6946.806667,8750.913333,6690.29,6368.766667,5992.913333,7355.463333,7123.176667,5301.923333,5506.87,9480.386667,6707.07,6755.73,11995.595,7890.013333,5825.793333,7219.656667,7022.143333,5156.87,6796.04,7235.51,6852.096667,7153.146667,11910.93333,6518.11,13735.76667,6530.233333,5995.733333,6359.313333,5471.546667,7040.023333,7318.06,5050.85,6418.296667,4545.796667,6354.7,6913.826667,6948.5,6250.313333,9473.1,8678.803333,8481.256667,7788.953333,8735.146667,8706.513333,5649.413333,6716.606667,5967.6,6378.693333,6866.846667
Q8N2G8,21873.76667,23698.03333,24230.33333,22946.5,23569.6,22912.46667,23763.4,26821.16667,22280.36667,22858.23333,24406.16667,22920.55,25090.4,20485.03333,25118.66667,21068.53333,26044.96667,23639.5,23552.9,20109.3,25489.13333,23015.33333,18320.43333,23926.23333,32143.16667,21172.7,24597.36667,25312.13333,24160.4,32289.7,21328.86667,19622.7,18155.83333,21250.33333,25488.93333,23182.56667,23911.1,26070.16667,20014.4,20984.9,21175.7,24645.26667,26205.2,22553.66667,22293.26667,21970.26667,21841,27461.36667,27212.3
Q8N2H3,NA,NA,7271.596667,5098.903333,4456.456667,3355.896667,2968.653333,2539.17,NA,4401.02,NA,NA,6608.876667,NA,4077.136667,NA,NA,5585.673333,2816.773333,NA,6880.51,NA,1638.515,3446.2775,1451.32,11656.56667,349.42,NA,NA,14443.9,NA,3863.66,2369.15,NA,5646.456667,NA,NA,570.226,NA,6973.576667,2947.54,3865.13,5030.66,3209.45,4767.713333,4237.346667,2179.863333,616.8285,2868.803333
Q8N2K0,43130.6,38404.23333,44697.7,41529.8,43434.13333,41210.43333,38609.7,51326.73333,44560.86667,36775.93333,41110.56667,37096.63333,44350.9,39531.86667,42654.6,41030.1,42185.1,38485.6,38215.93333,44168.96667,46751.7,42131.93333,44363.33333,37259.1,62926.06667,58250.56667,41342.6,45176.06667,41531.73333,58816.6,46034.6,42713.93333,38976,41331.43333,47648.16667,49974.46667,42824.33333,46994.03333,34507.2,41213.86667,42362.13333,41556.33333,59094.33333,38819.23333,46844.73333,47095.7,42257.9,53887.96667,44994.43333
Q8N2M8,1916.6,4146.27,2778.05,2779.323333,2905.34,3664,2450.58,5255.7,2230.066667,1506.64,3024.58,1338.17,3627.65,4469.625,1880.14,NA,NA,3205.5,2429.985,NA,2084.715,1522.45,NA,NA,NA,3402.345,1649.23,1782.89,3843.09,NA,2228.81,3006.95,2557.91,936.114,1992.3,2647.465,2444.54,1851.59,2034.596667,3461.915,2757.93,NA,NA,3055.17,3796.24,2353.21,3263.08,2366.69,NA
Q8N2U0,9538.06,13695.36667,13350.83333,15728.06667,14830.03333,13262.26667,8031.566667,13483.5,8826.29,15551.76667,5672.243333,6056.085,13427.55,13013.41,12865.81333,13376.73333,10445.18333,12094.56333,11824.33333,9405.033333,17426.46667,13749.42,12609.5,11175.48333,29033.83333,14697.83333,11832.71667,13765.46667,7015.595,11963.54333,12768.4,13047.83333,15130.2,15299.16,14267.56667,19645,13696.23333,15068.66667,10367.39,11538.33333,17602.04,17818.4,29480.23333,15081.23333,12845.63667,18072.43333,16223.79,14802.91667,14610.35667
Q8N2U9,14413.44333,14572.04667,12379.01333,24199.93333,14864.35333,12797.42333,13173.39,14030.23333,11939.32,16270.3,20002.36667,18588.4,12014.99667,20219.53333,19020.8,8610.406667,17115.27,16972,10894.06,23860.8,22670.5,15841.02667,21092.96667,15614.84,15011.34667,12748.13333,13526.32,13134.18,12810.46667,23409.5,12666.21,12673.25333,15565.56667,17726.56667,14919.33333,21562.93333,13194.70667,12264.91,19683.4,20869.66667,13800.66,17446.46667,22077.73333,21572.13333,18979.46667,26894.6,16753.63333,10799.28333,11624.88667
Q8N2W9,NA,NA,NA,595.4935,965.529,NA,NA,NA,NA,733.3406667,713.938,NA,NA,808.547,NA,NA,NA,NA,467.461,549.998,NA,405.8575,664.9665,NA,NA,NA,307.866,470.459,NA,NA,1087.89,795.8175,803.314,NA,NA,241.977,NA,NA,504.838,605.029,596.792,569.074,1048.02,409.8905,NA,NA,NA,NA,NA
Q8N302,543.074,444.501,536.7435,418.2555,NA,466.3845,265.60605,390.247,485.078,649.673,569.57,187.58,826.723,464.2286667,539.1206667,417.263,594.642,384.949,367.7253333,470.716,411.664,274.9996667,505.0115,359.115,NA,590.821,276.066,363.8852667,322.8,282.3565,360.7936667,773.457,426.705,677.3376667,208.5373,609.6685,649.7296667,285.7516667,540.717,682.7175,239.0682,370.1573333,NA,370.4975,547.425,345.042,206.7405,246.11,470.07
Q8N335,48528,46475.8,49907.03333,58316.53333,57871.5,50254.73333,46327.8,47098,46027.36667,58616.86667,45673.76667,42529.4,48528.13333,45601.2,53074.76667,46367.13333,62895.93333,47455.5,40232.8,56468.33333,44802.6,53181.03333,38847.1,53058.36667,34041.16667,53138.36667,41414.23333,54581.36667,38058.23333,45942.1,47173.46667,49459.3,58288.53333,49837.5,46418.16667,43897.53333,46978.13333,56071.5,52788.96667,42114.63333,53630.56667,53698.73333,58932.96667,49935.7,48656.53333,56024.63333,52978.06667,35981.4,45042.1
