"","AL.oldAL1","AL.oldAL2","CR.oldCR1","CR.oldCR2"
"Jund",685,404,271,1118
"Gm11175",2,1,2,4
"Iqcn",287,72,111,374
"Gm3336",19,9,5,92
"Pde4c",50,42,37,173
"Rab3a",16,8,9,39
"Mpv17l2",4,0,0,3
"Ifi30",13,6,16,32
"Pik3r2",28,15,23,61
"2010320M18Rik",3,1,3,2
"Mast3",194,52,111,415
"Il12rb1",0,0,0,1
"Arrdc2",4,1,6,17
"Kcnn1",4,4,7,23
"Ccdc124",17,11,12,23
"Slc5a5",0,0,0,1
"Rpl18a",14,12,28,46
"Map1s",25,25,26,74
"1700026F02Rik",4,0,6,6
"Gm35256",7,3,2,29
"Haus8",7,5,6,19
"Myo9b",187,115,151,448
"Use1",18,9,17,57
"Gm56873",2,1,0,1
"Ocel1",15,7,11,35
"Nr2f6",8,8,11,20
"Ushbp1",0,0,0,0
"Babam1",31,19,17,72
"Ankle1",1,0,0,1
"Abhd8",9,4,14,29
"Mrpl34",0,0,0,0
"Dda1",24,19,14,43
"Ano8",18,21,18,53
"Gtpbp3",15,7,17,38
"Plvap",0,1,0,1
"Bst2",0,0,2,5
"Mvb12a",18,21,7,24
"Tmem221",0,1,0,0
"Slc27a1",43,21,25,110
"Gm56877",0,0,0,1
"Pgls",23,17,17,49
"Niban3",1,0,0,3
"Colgalt1",52,25,27,108
"Unc13a",288,180,307,772
"Jak3",0,5,2,8
"B3gnt3",13,7,9,23
"Fcho1",3,1,5,14
"ENSMUSG00000121402",2,0,0,0
"Zfp709",2,6,6,11
"Zfp882",7,7,10,12
"Zfp617",12,13,19,49
"Zfp961",28,24,43,76
"Cyp4f18",3,0,3,0
"Tpm4",65,28,66,244
"Gm26586",1,0,3,1
"Gm16091",8,8,8,15
"Rab8a",22,17,25,65
"Hsh2d",5,2,1,16
"Cib3",26,13,13,98
"Fam32a",9,11,14,21
"Ap1m1",71,40,57,185
"Hmgn2-ps",1,2,2,2
"Klf2",6,7,3,6
"Eps15l1",211,169,226,582
"Calr3",1,2,4,1
"1700030K09Rik",21,29,23,80
"Cherp",70,51,68,181
"Slc35e1",58,18,38,137
"Gm17435",15,8,12,38
"Med26",133,77,89,302
"1700085D22Rik",8,6,7,15
"Smim7",17,14,28,80
"Tmem38a",62,68,74,194
"Nwd1",1,0,2,2
"Sin3b",45,22,43,115
"F2rl3",1,0,2,1
"Large1",639,471,624,1552
"Gm11033",1,1,1,1
"Hmgxb4",65,47,51,164
"Gm45822",0,1,0,0
"Tom1",105,83,111,337
"Gm45820",2,1,1,6
"Hmox1",0,1,1,4
"Mcm5",2,3,1,1
"Rasd2",1,0,1,6
"Iqcm",0,8,7,2
"Gm45740",0,1,0,0
"Gm10649",6,6,20,20
"Nr3c2",1049,348,838,2348
"Arhgap10",5,7,5,23
"Prmt9",51,25,37,114
"Tmem184c",30,23,18,79
"4933431K23Rik",0,7,2,0
"Ednra",10,39,10,41
"Ttc29",0,1,0,0
"Rbmxl1",11,8,28,54
"Slc10a7",270,169,222,649
"Lsm6",18,18,16,37
"Zfp827",390,203,306,889
"Mmaa",38,28,49,163
"Gm4890",5,9,8,16
"Smad1",175,122,158,468
"Otud4",171,121,150,487
"Abce1",61,68,60,149
"Anapc10",83,53,65,168
"Gm45435",3,0,2,1
"Gypa",0,0,0,0
"Frem3",0,0,0,2
"Smarca5",389,110,267,880
"Gab1",96,41,85,234
"Gm31223",2,0,4,5
"Usp38",109,42,103,236
"Gm9725",15,6,11,34
"Inpp4b",119,187,289,140
"Il15",0,0,0,0
"Zfp330",34,27,43,85
"Rnf150",397,300,310,944
"Tbc1d9",178,85,153,483
"Elmod2",29,42,19,63
"Scoc",22,15,8,30
"Ndufb7",8,2,6,6
"Tecr",68,58,77,216
"D830024N08Rik",12,6,8,11
"Dnajb1",51,116,16,59
"Gipc1",16,5,12,34
"Pkn1",86,65,75,284
"Ptger1",3,2,7,8
"Ddx39a",7,5,2,16
"Adgre5",5,5,14,18
"Adgrl1",431,217,333,940
"Gm10644",8,7,8,23
"Asf1b",11,4,8,18
"Prkaca",54,42,37,107
"Samd1",13,5,5,32
"1700067K01Rik",0,0,0,3
"Il27ra",0,0,0,0
"Gm10643",5,5,8,21
"C330011M18Rik",3,8,5,13
"Rfx1",43,16,24,102
"Dcaf15",15,4,12,26
"Podnl1",0,0,0,0
"Cc2d1a",14,10,23,45
"Brme1",1,0,1,6
"Gm56844",0,0,0,0
"Gm26887",1,4,4,6
"Gm56830",3,6,4,7
"Gm26532",5,4,6,19
"Zswim4",27,19,31,105
"D8Ertd738e",23,6,15,50
"Mri1",28,23,32,85
"Ccdc130",24,14,10,38
"Cacna1a",2948,1964,2764,6747
"Gm16183",25,26,25,43
"Ier2",81,59,34,168
"Gm56854",1,0,0,1
"Gm26664",1,3,8,7
"Nacc1",25,26,34,80
"Trmt1",53,47,59,109
"Nfix",104,43,62,193
"Dand5",4,8,5,5
"Gadd45gip1",2,7,4,2
"Rad23a",20,12,15,40
"Calr",105,106,102,267
"Farsa",27,19,21,71
"Syce2",7,5,3,20
"Gcdh",9,10,5,32
"Gm39213",0,1,3,0
"Dnase2a",9,6,5,34
"Mast1",64,25,61,200
"Rtbdn",10,2,11,18
"Rnaseh2a",7,6,9,18
"Prdx2",6,13,9,25
"Junb",118,98,119,274
"Gm56846",0,0,1,0
"Hook2",187,80,185,454
"Get3",6,10,7,15
"Trir",45,26,46,132
"Tnpo2",57,38,49,110
"A230103J11Rik",6,1,1,7
"Fbxw9",36,13,14,52
"Gm56867",10,5,4,15
"Dhps",8,7,13,39
"Wdr83",12,10,13,24
"Wdr83os",1,4,1,0
"Man2b1",25,18,26,69
"Zfp791",4,2,2,5
"Gm42031",0,0,1,2
"Cks1brt",0,0,1,1
"Vps35",99,72,80,238
"Orc6",38,11,20,56
"Mylk3",1,1,0,1
"4921524J17Rik",5,10,14,28
"Gpt2",12,8,7,16
"Dnaja2",55,38,56,159
"Neto2",0,4,4,1
"Itfg1",188,108,130,368
"Gm39214",3,0,0,4
"Phkb",261,150,207,591
"Hm629797",0,1,1,5
"Abcc12",0,0,0,2
"Lonp2",320,181,311,757
"Siah1a",54,22,56,142
"Gm10638",0,2,1,1
"N4bp1",115,76,115,324
"Gm27169",3,0,3,2
"Gm2694",2,4,0,5
"Zfp423",3,0,1,6
"Cnep1r1",57,37,39,156
"Heatr3",70,29,61,172
"9430002A10Rik",0,0,0,0
"Tent4b",124,86,99,298
"Adcy7",0,1,0,1
"Brd7",106,63,89,209
"Nkd1",0,0,0,0
"Snx20",1,0,0,0
"Nod2",0,0,0,0
"Cyld",183,120,169,428
"Sall1",2,0,0,0
"Gm3134",0,3,0,2
"Tox3",1404,731,1218,3341
"Chd9",809,549,662,1762
"Rbl2",91,50,62,215
"Aktip",44,17,39,91
"Gm45464",12,4,8,16
"Rpgrip1l",62,41,65,114
"Fto",893,667,794,2127
"4831440D22Rik",5,4,4,6
"Gm3235",4,3,4,13
"Irx3",0,0,0,1
"Crnde",0,0,0,0
"Mmp2",0,0,0,0
"Lpcat2",0,1,0,2
"Ces5a",0,1,0,2
"Gm45708",6,3,5,10
"Gm26843",8,14,23,55
"Gm30606",11,13,10,31
"4930488L21Rik",46,53,60,175
"Gnao1",2506,1616,2303,6046
"Amfr",124,58,106,219
"Nudt21",30,23,29,75
"Ogfod1",57,33,46,138
"Bbs2",106,49,135,287
"Mt3",0,0,0,0
"Gm45774",7,0,0,11
"Mt2",76,21,53,259
"Mt1",196,43,165,565
"Gm39228",0,0,1,0
"Nup93",158,80,82,330
"C78859",0,1,2,4
"Slc12a3",1,1,0,4
"Gm15889",0,0,0,0
"Gm15890",2,1,7,8
"Herpud1",538,342,497,1481
"9330175E14Rik",0,1,0,2
"Nlrc5",0,4,2,13
"Cpne2",4,4,12,9
"Psme3ip1",26,33,30,61
"Rspry1",158,107,155,389
"Arl2bp",24,25,36,99
"Gm45767",0,3,6,11
"Cx3cl1",23,4,18,36
"Ciapin1",25,15,10,62
"Coq9",32,34,31,92
"Polr2c",18,23,14,65
"Dok4",4,0,1,7
"Ccdc102a",0,0,0,0
"Adgrg5",0,0,0,0
"Adgrg1",120,117,86,301
"Adgrg3",40,40,59,107
"Katnb1",13,7,6,31
"Kifc3",90,50,112,263
"Gm31224",2,3,4,8
"Gm45812",3,0,1,4
"Gm31036",7,3,5,21
"Cngb1",1,1,1,2
"Zfp319",3,2,7,11
"Usb1",6,4,11,24
"Mmp15",2,1,2,6
"Cfap20",436,198,323,1062
"Csnk2a2",157,97,121,362
"4933406B17Rik",0,0,0,1
"Ccdc113",11,3,15,35
"Gm31518",0,2,1,4
"Gins3",0,3,3,7
"Ndrg4",7,1,3,12
"Setd6",14,7,5,39
"Cnot1",376,197,321,870
"4930513N10Rik",4,1,3,14
"Gm31659",0,0,0,2
"Gm31805",0,1,2,4
"Slc38a7",14,15,8,40
"Got2",34,26,24,67
"Cdh8",855,218,387,1584
"Gm15680",2,0,0,1
"A330008L17Rik",18,15,12,111
"Cdh11",4,1,1,2
"Gm29682",0,0,0,0
"Cdh5",0,0,0,0
"Bean1",2,0,2,0
"Tk2",30,25,28,90
"Cklf",7,3,0,11
"Cmtm3",0,0,2,1
"Cmtm4",184,118,223,561
"Gm45877",1,0,1,6
"Dync1li2",97,56,83,258
"K230015D01Rik",0,2,0,1
"Terb1",31,19,18,67
"Nae1",56,38,76,133
"Car7",4,5,3,8
"Pdp2",6,7,12,23
"Rrad",0,0,0,1
"Ciao2b",1,1,0,5
"1700082M22Rik",1,0,0,0
"Ces2e",0,0,0,0
"Ces2g",0,0,0,2
"Cbfb",158,54,120,344
"Phaf1",52,46,63,187
"B3gnt9",2,1,2,7
"Tradd",7,3,2,23
"Fbxl8",3,1,1,5
"Hsf4",6,1,5,10
"Nol3",4,2,5,6
"Matcap1",16,13,9,28
"Gm20163",1,1,2,3
"Exoc3l",0,1,0,0
"E2f4",18,8,24,50
"Elmo3",17,10,21,55
"Fbxl9",18,13,19,47
"Tmem208",16,19,26,55
"Fhod1",3,2,3,9
"Slc9a5",1,1,2,2
"Kctd19",0,0,0,8
"Lrrc36",202,71,169,453
"Tppp3",47,9,17,66
"Zdhhc1",133,74,175,380
"Atp6v0d1",185,110,185,544
"Gm38250",7,14,9,18
"Agrp",10,9,9,24
"Ripor1",48,22,34,113
"Gm5914",3,3,1,6
"Ctcf",208,86,157,380
"Carmil2",1,2,3,14
"Acd",20,6,9,20
"Pard6a",5,0,6,22
"Enkd1",8,4,2,13
"Gfod2",75,55,52,178
"Ranbp10",106,69,80,310
"Tsnaxip1",1,1,0,2
"Cenpt",2,2,0,10
"Thap11",2,2,1,3
"Nutf2",7,11,5,13
"Edc4",45,25,38,119
"Nrn1l",0,0,1,2
"Pskh1",26,15,29,53
"Ctrl",1,0,0,0
"Gm16156",0,1,3,9
"Psmb10",2,1,2,2
"Lcat",0,0,0,0
"Slc12a4",6,1,4,7
"Dpep2",0,0,0,0
"Dus2",20,28,29,49
"Ddx28",3,1,1,1
"Nfatc3",139,101,99,326
"Esrp2",5,1,2,4
"1810019D21Rik",4,1,1,6
"Pla2g15",6,6,9,24
"Slc7a6",44,29,37,92
"Slc7a6os",42,17,41,124
"Prmt7",45,35,53,93
"Smpd3",114,84,87,253
"Gm10629",3,3,1,3
"Zfp90",24,36,19,68
"1110028F18Rik",0,0,0,1
"Cdh1",382,273,285,895
"Tango6",70,53,61,228
"Has3",1,0,1,4
"Chtf8",0,0,1,2
"Utp4",44,24,40,75
"Sntb2",65,27,52,141
"Gm16208",1,1,0,4
"Vps4a",26,4,22,39
"Pdf",1,1,4,3
"Cog8",21,19,22,50
"Nip7",6,5,6,16
"Tmed6",0,0,2,4
"Terf2",148,91,130,303
"Cyb5b",119,102,156,343
"4930517G24Rik",0,1,0,4
"Nfat5",781,384,688,1666
"Nqo1",1,2,0,6
"Nob1",27,19,20,65
"Wwp2",201,128,192,518
"Psmd7",53,35,41,103
"Zfhx3",521,368,537,1344
"Gm20686",1,0,0,0
"D030068K23Rik",0,0,1,1
"Pmfbp1",0,0,0,0
"Dhx38",24,16,14,68
"Txnl4b",0,0,0,3
"Dhodh",12,7,7,20
"Pkd1l3",4,1,2,5
"Ist1",95,47,79,272
"Zfp821",45,34,37,102
"Atxn1l",20,13,35,45
"Ap1g1",255,120,197,606
"Gm17344",3,1,3,15
"Phlpp2",114,50,70,243
"Marveld3",99,73,107,245
"Tat",35,17,18,87
"Zfp612",295,132,334,777
"Cmtr2",1,2,4,7
"Hydin",4,3,5,10
"Vac14",113,77,107,355
"Mtss2",172,75,159,492
"Il34",3,4,3,27
"Sf3b3",70,55,46,176
"Cog4",86,66,99,224
"Fcsk",7,11,5,16
"St3gal2",15,12,21,36
"Ddx19a",34,24,48,126
"Ddx19b",38,24,32,111
"Aars",110,34,100,202
"Clec18a",0,0,0,0
"Pdpr",43,21,64,147
"9430091E24Rik",20,13,28,59
"Glg1",502,332,429,1304
"Gm56868",0,1,1,2
"Rfwd3",29,21,32,96
"Mlkl",11,6,8,12
"Fa2h",11,13,4,13
"Wdr59",144,82,83,241
"Gm56848",2,1,3,6
"Znrf1",228,123,165,434
"Ldhd",17,6,6,18
"Gm56859",3,0,1,0
"Zfp1",65,33,48,140
"Ctrb1",2,2,0,0
"Bcar1",92,36,47,178
"Cfdp1",136,117,145,325
"Tmem170",11,11,17,38
"Chst5",0,0,2,0
"Tmem231",14,14,6,32
"Gabarapl2",76,21,65,209
"Adat1",19,23,26,58
"Kars",10,14,18,25
"Terf2ip",21,9,21,40
"Cntnap4",3,0,2,1
"Gm45904",0,0,0,1
"Mon1b",4,5,7,11
"Syce1l",0,0,2,1
"Adamts18",226,71,304,540
"Nudt7",51,38,52,111
"Vat1l",448,274,351,1117
"4933408N05Rik",0,0,1,1
"Wwox",1694,1261,1999,4709
"Gm16116",1,0,0,2
"Gm16118",0,0,0,0
"Maf",1,1,0,0
"Gm45733",0,0,0,1
"Dynlrb2",4,1,0,12
"Cdyl2",134,53,125,251
"Cmc2",4,2,8,16
"Cenpn",0,2,0,4
"Atmin",7,6,3,31
"1700030J22Rik",3,2,2,13
"Gcsh",10,3,5,11
"Pkd1l2",0,0,1,1
"Bco1",7,11,5,20
"Gm56860",2,4,0,2
"Gan",38,25,32,104
"Cmip",1389,941,1309,3415
"Gm56878",30,33,31,96
"Plcg2",25,21,31,61
"Sdr42e1",3,5,1,5
"Mphosph6",18,13,13,44
"Cdh13",6,6,0,5
"Hsbp1",7,8,10,6
"Mlycd",43,32,37,116
"Gm32006",0,1,0,0
"Osgin1",29,26,24,63
"Necab2",50,25,39,149
"Slc38a8",1,2,2,5
"Mbtps1",111,51,110,302
"Hsdl1",9,14,8,43
"Dnaaf1",1,0,0,1
"Taf1c",11,9,10,39
"Wfdc1",0,0,0,0
"Atp2c2",0,0,0,0
"Meak7",6,3,6,16
"Cotl1",86,34,84,228
"Klhl36",17,10,12,37
"Usp10",98,52,65,209
"Crispld2",0,0,0,0
"Zdhhc7",22,7,20,51
"A130014A01Rik",4,8,4,6
"6430548M08Rik",35,53,42,82
"Cibar2",40,25,38,129
"A330074K22Rik",2,2,1,4
"Gse1",1319,794,944,2671
"Gm56871",0,2,0,2
"Gm56858",5,5,7,12
"Gm26971",2,0,2,1
"Gins2",9,5,5,17
"Gm10614",4,1,1,7
"Gm26739",0,0,1,2
"1190005I06Rik",10,14,10,30
"Emc8",16,18,24,46
"Cox4i1",19,17,17,50
"Irf8",0,4,0,0
"Fendrr",1,0,1,1
"Foxf1",0,0,0,0
"Mthfsd",42,21,29,101
"Foxc2",0,0,0,0
"Fbxo31",19,11,14,50
"Map1lc3b",83,35,54,189
"Zcchc14",138,78,114,377
"Gm27030",0,0,0,0
"Jph3",66,52,65,159
"Klhdc4",38,19,18,67
"Gm20406",3,1,2,2
"Gm42047",59,90,52,275
"Gm26812",3,4,2,15
"Slc7a5",47,45,39,125
"BC048644",0,0,1,1
"Banp",220,122,103,322
"Zfp469",8,1,3,12
"Zfpm1",19,6,27,40
"Gm45353",0,0,0,1
"Zc3h18",108,68,115,267
"Cyba",2,0,0,0
"Mvd",3,2,1,12
"9330133O14Rik",3,6,5,11
"Rnf166",29,16,35,74
"Gm56876",0,0,0,1
"Ctu2",12,3,9,16
"Piezo1",1,0,1,2
"Cdt1",0,0,4,2
"Aprt",7,2,2,9
"Galns",64,30,75,242
"Trappc2l",11,6,7,21
"Pabpn1l",1,1,0,1
"Cbfa2t3",209,99,131,457
"C230057M02Rik",0,0,0,4
"Gm39271",2,0,2,4
"Acsf3",42,21,34,121
"Gm45894",2,1,3,4
"Ankrd11",862,476,760,2001
"2810013P06Rik",19,15,15,45
"Spg7",47,51,37,130
"Rpl13",29,34,51,26
"Cpne7",1,0,0,3
"Gm4316",2,2,2,6
"Chmp1a",12,11,10,25
"Spata33",3,1,1,9
"Cdk10",30,23,36,81
"Spata2l",9,2,7,15
"4933417D19Rik",0,1,7,8
"Vps9d1",10,16,14,48
"Zfp276",12,8,8,40
"Fanca",0,2,2,5
"Spire2",87,59,104,170
"Tcf25",575,366,595,1455
"Mc1r",0,1,0,2
"Tubb3",15,3,12,41
"Def8",44,32,43,90
"Afg3l1",90,60,99,226
"Dbndd1",0,1,2,6
"Gas8",18,8,18,33
"Rhou",41,23,53,120
"Gm45781",0,0,0,0
"6030466F02Rik",0,0,0,0
"4732419C18Rik",2,0,2,3
"Gm45866",0,0,0,1
"Rab4a",27,19,20,56
"2810455O05Rik",0,0,1,7
"Ccsap",27,3,24,88
"Acta1",0,1,0,5
"Gm29773",1,0,3,3
"Nup133",36,19,45,95
"Gm45890",4,4,4,10
"Abcb10",117,67,54,260
"Taf5l",38,22,39,85
"Urb2",11,6,7,35
"Gm45732",2,0,1,0
"Galnt2",151,124,129,373
"Gm15775",2,0,1,4
"Pgbd5",138,61,85,294
"Cog2",63,50,54,181
"Agt",3,1,0,8
"Capn9",1,4,0,7
"2310022B05Rik",25,24,25,47
"Ttc13",79,34,59,194
"Arv1",17,11,25,46
"Fam89a",9,2,2,4
"Trim67",16,4,10,28
"2810004N23Rik",28,30,34,76
"Gnpat",49,38,58,124
"Exoc8",2,2,2,9
"Sprtn",15,6,8,33
"Gm45709",0,0,4,3
"Egln1",72,44,58,226
"Tsnax",32,30,36,90
"Disc1",25,10,8,60
"Sipa1l2",155,39,155,339
"4930567H12Rik",8,2,2,16
"Map10",0,3,2,7
"Ntpcr",4,6,7,10
"Pcnx2",0,0,0,1
"Map3k21",45,29,39,91
"Kcnk1",107,28,90,320
"Slc35f3",28,16,49,55
"Coa6",2,1,2,4
"Tarbp1",49,16,41,93
"Gm26759",19,12,10,32
"Irf2bp2",199,121,163,428
"Gm56824",5,1,8,19
"Gm56842",8,5,8,10
"Gm45805",16,3,3,31
"Gm31718",7,10,5,30
"A630001O12Rik",3,2,1,5
"Tomm20",41,18,32,91
"Rbm34",12,16,15,58
"Pard3",2539,1360,2077,6086
"Gm53207",9,10,4,17
"Nrp1",3,7,0,1
"Gm56862",0,0,0,0
"Itgb1",100,66,107,204
"Ccdc7a",0,0,0,2
"Ccdc7b",1,4,0,1
"2610044O15Rik8",12,10,16,29
"Gm32856",5,14,10,28
"Alkbh8",39,37,37,97
"Cwf19l2",206,97,179,456
"Gucy1a2",157,67,77,285
"Aasdhppt",18,12,14,44
"Kbtbd3",36,33,23,63
"Msantd4",11,6,9,27
"Gria4",3,0,5,7
"Casp1",0,0,0,1
"Casp4",0,0,0,1
"Casp12",0,0,0,0
"Pdgfd",3,22,6,6
"Ddi1",0,0,0,0
"Dync2h1",1202,592,1053,2873
"Dcun1d5",60,65,62,121
"Mmp13",0,0,0,0
"Mmp12",0,0,0,0
"Tmem123",98,23,99,223
"Birc2",96,73,132,335
"Birc3",49,10,58,97
"Yap1",5,7,3,3
"Gm45494",0,0,0,0
"Cfap300",4,4,5,7
"Cep126",132,61,122,280
"1700018P22Rik",1,2,0,2
"Trpc6",0,3,0,1
"Pgr",0,0,3,2
"Arhgap42",1,3,0,0
"Gm46102",1,0,0,1
"Cntn5",2,0,0,2
"Jrkl",5,8,7,18
"Ccdc82",131,72,136,286
"Maml2",972,386,742,1898
"Gm17571",0,0,0,0
"Mtmr2",110,49,84,217
"Cep57",143,49,100,297
"Fam76b",120,85,117,324
"Gm47557",1,0,3,4
"Gm47565",0,0,0,1
"Gm34069",0,2,1,4
"Sesn3",324,185,247,732
"Gm47326",1,1,1,4
"Endod1",17,7,7,14
"Kdm4d",11,13,13,12
"Cwc15",14,19,15,50
"Amotl1",15,28,17,43
"Piwil4",0,0,0,2
"Fut4",0,1,1,0
"Ankrd49",5,8,6,13
"Mre11a",56,30,51,112
"Gm16302",1,1,0,2
"Gpr83",0,0,0,0
"Panx1",5,4,6,9
"Vstm5",7,9,10,6
"Med17",32,24,32,118
"4931406C07Rik",20,14,22,50
"Taf1d",90,48,63,175
"Cep295",65,40,100,162
"Gm16568",0,0,1,0
"Smco4",3,1,2,1
"Deup1",0,0,0,1
"Slc36a4",65,31,34,133
"Fat3",71,47,19,75
"Chordc1",64,62,52,116
"Naalad2",1,2,0,1
"Zfp558",6,3,3,9
"Muc16",1,1,1,0
"Zfp317",43,33,40,110
"Zfp560",17,17,7,24
"Zfp26",37,24,30,109
"Zfp426",56,45,38,144
"Zfp266",101,74,84,258
"Zfp846",34,20,33,68
"Fbxl12os",1,3,2,8
"Fbxl12",93,61,109,252
"Ubl5",21,6,21,45
"Pin1",12,11,16,49
"Olfm2",2,9,3,8
"Col5a3",0,0,0,0
"Shfl",132,55,102,225
"Angptl6",2,4,4,3
"Ppan",22,12,25,59
"Eif3g",9,6,10,25
"Dnmt1",53,28,51,92
"S1pr2",3,0,0,1
"Mrpl4",28,9,8,51
"Icam1",0,0,0,1
"Zglp1",2,4,2,4
"Fdx2",4,10,14,22
"Raver1",45,31,72,174
"1700084C06Rik",19,27,54,82
"Tyk2",48,20,37,99
"Cdc37",36,29,49,88
"Pde4a",31,13,12,29
"Gm16754",1,2,0,2
"Keap1",51,35,46,113
"Atg4d",12,7,20,44
"Kri1",51,28,51,130
"Cdkn2d",5,2,6,10
"Ap1m2",35,28,48,104
"Slc44a2",16,15,18,43
"Gm36198",11,7,9,10
"Ilf3",195,126,171,443
"Gm16853",8,12,11,18
"Qtrt1",82,31,73,165
"Dnm2",488,298,363,1174
"Tmed1",2,7,4,9
"AB124611",5,7,1,8
"Carm1",76,42,61,164
"Yipf2",25,20,25,61
"Timm29",8,2,8,22
"Smarca4",323,217,279,798
"Gm26511",0,1,1,2
"Ldlr",461,254,334,907
"Spc24",10,4,2,5
"Kank2",11,5,11,25
"Dock6",99,61,108,340
"Angptl8",0,0,1,1
"Rab3d",14,23,15,38
"Tmem205",6,4,8,18
"Ccdc159",21,17,18,63
"Plppr2",43,22,46,100
"Swsap1",3,0,3,1
"Rgl3",52,55,50,141
"Odad3",6,3,2,5
"Prkcsh",35,26,44,92
"Elavl3",0,0,0,3
"Zfp653",27,13,32,82
"Gm16845",13,6,10,35
"Ecsit",29,7,28,61
"Elof1",23,9,21,36
"Acp5",0,0,0,0
"Pigyl",0,0,2,0
"Zfp872",1,4,3,3
"1810064F22Rik",0,0,0,1
"Zfp809",49,26,32,129
"Zfp599",1,5,3,5
"Zfp810",116,89,129,308
"Anln",1,1,8,12
"Rp9",165,74,144,354
"9530077C05Rik",29,27,39,115
"Bbs9",375,248,360,883
"Bmper",0,0,0,0
"Npsr1",1,0,3,0
"Dpy19l1",43,14,26,66
"Gm47772",0,0,0,2
"Herpud2",57,35,43,120
"Gm29642",15,11,13,27
"9130004C02Rik",1,2,0,4
"Septin7",149,93,143,377
"Eepd1",52,22,12,45
"B3gat1",10,7,4,17
"Glb1l2",115,56,100,266
"Acad8",45,24,30,96
"Thyn1",3,6,3,11
"Vps26b",34,19,25,68
"Ncapd3",129,50,98,315
"Jam3",59,30,52,150
"Gm48796",7,1,9,24
"Igsf9b",119,87,127,284
"Opcml",908,486,814,1722
"Ntm",411,248,574,1077
"Gm15520",0,0,0,0
"Snx19",73,69,62,149
"Adamts15",0,0,0,1
"Adamts8",0,0,0,2
"Gm29724",22,18,20,69
"4930421P22Rik",0,1,1,5
"Zbtb44",63,59,69,220
"St14",28,37,41,102
"Aplp2",118,51,70,235
"4930517E14Rik",0,1,0,0
"Prdm10",111,54,94,213
"Nfrkb",86,51,65,213
"Tmem45b",3,0,0,27
"Barx2",96,3,31,276
"Gm47465",1,0,0,2
"Arhgap32",270,173,225,647
"Gm39317",0,0,0,1
"Fli1",2,1,0,0
"Gm27201",0,0,0,0
"Ets1",1,3,0,1
"Gm3331",0,1,0,1
"7630403G23Rik",0,0,0,1
"Kirrel3",44,9,30,67
"Kirrel3os",0,0,0,2
"St3gal4",14,8,17,44
"4930581F22Rik",30,19,12,46
"Dcps",64,40,40,114
"Tirap",3,6,2,14
"Gm39318",0,0,0,0
"Srpr",221,166,205,595
"Foxred1",22,18,16,55
"Fam118b",58,27,40,118
"Rpusd4",0,5,7,12
"Cdon",168,83,142,397
"Ddx25",9,13,6,25
"Pus3",8,8,0,11
"Hyls1",2,6,5,5
"Pate2",2,6,11,15
"Chek1",42,24,38,90
"Stt3a",211,183,193,542
"Gm26787",5,0,6,4
"Ei24",37,24,36,98
"Fez1",15,17,18,54
"Pknox2",79,58,84,194
"Tmem218",19,33,30,68
"Slc37a2",2,1,4,9
"Ccdc15",38,12,23,74
"Gm34885",0,0,0,0
"Hepacam",0,1,2,7
"Robo4",1,1,0,0
"Robo3",2,0,3,7
"Msantd2",152,76,128,358
"Esam",15,12,8,15
"Vsig2",0,4,3,1
"Nrgn",0,1,0,0
"Gm57038",0,1,1,1
"Siae",34,29,39,77
"Spa17",7,7,6,11
"Tbrg1",100,55,88,261
"Vwa5a",57,18,60,120
"Or8b53",8,6,14,20
"AW551984",4,2,7,15
"Zfp202",7,7,4,25
"Scn3b",36,22,37,99
"Gramd1b",278,192,244,579
"1700110K17Rik",102,59,130,289
"Clmp",7,11,3,19
"Gm48293",0,0,0,0
"Gm57042",0,0,2,2
"Hspa8",249,307,111,283
"Jhy",14,15,11,30
"Crtam",0,0,1,2
"Ubash3b",51,31,72,105
"1700063D05Rik",7,5,3,11
"Mir100hg",27,12,12,23
"Sorl1",24,23,9,44
"Sc5d",23,17,23,51
"Gm10690",2,1,2,0
"Tecta",1,0,2,2
"Tbcel",82,43,53,170
"Grik4",41,31,110,68
"Arhgef12",748,430,638,1766
"Tlcd5",0,0,0,0
"Pou2f3",2,0,3,2
"Oaf",3,8,6,23
"Gm30015",1,3,2,5
"Nectin1",78,45,64,216
"Gm30373",4,1,1,3
"Thy1",1,0,0,0
"Gm49380",4,6,10,16
"Usp2",142,28,80,303
"Rnf26",2,1,0,4
"Mfrp",0,0,2,6
"Gm26737",4,2,1,3
"Gm10687",0,0,1,0
"Mcam",0,0,0,1
"Cbl",179,100,130,369
"Nherf4",1,0,0,2
"Nlrx1",8,7,9,32
"Abcg4",3,1,0,0
"Gm48604",7,2,2,8
"Hinfp",34,26,23,74
"C2cd2l",35,19,12,44
"Dpagt1",9,20,12,23
"H2ax",3,1,0,4
"Hmbs",7,7,10,23
"Vps11",22,20,35,114
"Hyou1",154,225,164,403
"Slc37a4",19,10,10,66
"Trappc4",20,11,22,40
"Rps25",13,9,18,16
"Ccdc84",39,27,30,72
"C030014I23Rik",1,1,3,5
"Gm47204",0,5,1,2
"Bcl9l",44,34,40,90
"Cxcr5",0,1,0,0
"Gm47230",5,3,1,9
"Gm47232",3,2,1,5
"Gm57017",3,2,0,2
"Ddx6",418,271,334,1049
"Phldb1",16,15,17,48
"Arcn1",286,165,224,692
"Ift46",68,34,48,148
"Tmem25",11,13,11,28
